clean_speech,label
vice president biden support reparation applause,democrat
look let since havent spoken ive got chance number one reason country immigration weve able cherry pick best every single continent people come determination resilience ready stand work like devil every child school today hispanic idea going walk away provide every opportunity stupid immoral bad america future america invest everybody benefit every single american get used nation immigrant thats thats thats make u different invest applause,democrat
thank mr biden senator klobuchar hand,democrat
well harkening back made case immigration mayor said washington look different way last debate mayor basically mocked hundred year experience stage see stage see elizabeth work starting consumer financial protection bureau helping million people applause see vice president work getting billion cancer moon shot see senator sander work working get veteran bill passed across aisle see ive done negotiate three farm bill someone actually major provision put bill dismiss committee hearing think experience work denigrated experience local official one,democrat
know im sorry,democrat
think respect experience look evaluate someone get thing done,democrat
thank senator mr mayor ill give chance respond applause,democrat
actually denigrate experience senator break going let go got bigger fish fry implied,democrat
oh dont think bigger fish fry picking president united state,democrat
youre right break seemed imply relationship first amendment talking point anyone le commitment constitution anybody else let tell relationship first amendment part constitution raised right hand swore defend life experience may count senator count,democrat
thank mr mayor senator klobuchar second respond,democrat
certainly respect military experience thats choosing president know view know ran chair democratic national committee thats something wanted want president united state point someone heading ticket actually able show gather support talk moderate republican independent well firedup democratic base done done three time think winning matter think track record getting thing done matter also think showing party actually bring people u wider tent bigger coalition yes longer coattail matter,democrat
thank senator yamiche applause,democrat
got respond got respond senator know go vote total maybe go city seems small want talk capacity win try putting together coalition bring back office percent vote gay dude mike pences indiana applause,democrat
would mayor indiana would one thing tried lost point im sorry thats math,democrat
let talk excuse let talk win election something everybody want term defeating dangerous president american history let tell win largest voter turnout history america applause dont dont largest voter turnout unless create energy excitement dont create energy excitement unless prepared take people america prepared speak people working america need progressive agenda medicare raising minimum wage living wage leading world combatting climate change making public college university available,democrat
thank thank senator sander,democrat
free tuition canceling student debt country,democrat
thank senator sander applause id like turn new subject course education senator warren youve proposed free public college tuition student loan forgiveness family wealthy family able send kid public college free concentrate government help need,democrat
ive talked two cent wealth tax proposed millionaire billionaire give u enough money invest baby age put historic billion investment public school k permit u offer technical school twoyear college fouryear college every single person want education cancel student loan debt put billion investment historically black college university cancel student loan debt million american look money also value need make investment future best way let invest public education child start youre baby go long high school want family meet family every day selfie line talk mean crushed student loan debt thats proposal popular among democrat popular among republican popular among independent ask top pay little somebody get rid student loan debt make investment start small business buy car create future country,democrat
thank senator see hand want go mayor buttigieg,democrat
mayor buttigieg plan offer free discounted public college family making year think senator warren plan offer free college many family,democrat
think youre lucky top percent still wish well dont get wrong want go ahead pay tuition still public service loan forgiveness go lower income field deal youre top percent think youre going part ok real choice every one tax dollar go much agree senator warren raising tax revenue millionaire billionaire dont agree part spending millionaire billionaire come college tuition,democrat
thank mayor thank mayor buttigieg,democrat
wait wait wait,democrat
mentioned name,democrat
im going let im going let respond senator warren go ahead,democrat
mentioned name look mayor want billionaire pay one tuition kid want billionaire pay enough cover tuition kid thats build future part weve got deal student loan debt right people stage nibbling around edge huge student loan debt burden disproportionally affect people color africanamericans likely borrow money go school likely borrow money theyre school harder time paying want make investment future open education kid thats build future,democrat
thank senator senator sander,democrat
could respond bernie,democrat
believe believe concept universality one crisis america today people sick tired filling form youre eligible program today youre lost job eligible get better job youre eligible think social security public education donald trump kid go public school able go public school need right revolution education got end dysfunctional childcare system make sure every workingclass person country find highquality affordable childcare need make public college university tuitionfree taxing billionaire taxing wall street cancel student debt country,democrat
thank senator sander tim,democrat
switching gear mr steyer earlier year iowa met father bill stumpf son kyle dubuque kyle remarkable young adult significant disability though he employed five year local pizza parlor future uncertain family bill worry arent enough job living facility social program designed meet need son im wonderful president specific step would take help people like kyle become integrated workforce local community,democrat
look united state made commitment treat everybody equally mean supporting people disability term education later theyre part workforce mean bringing resource bear make sure treating fairly school school try integrate fully make full life possible question weve got across board afford kind thing senator sander senator warren pushing answer yes fact need undo tax break given two generation rich american big corporation last year top corporation paid percent tax absolutely ludicrous,democrat
could answer question crosstalk,democrat
answer disability question focus money many question country government broken corporation bought theyre getting way u get back government people serf american including american disability going take back crosstalk,democrat
mr yang didnt hear specific answer mr steyer outline specific step government take help integrate young people workforce local community,democrat
would love son special need special need new normal country many family member friend neighbor special need autism applause look around hand went fact right kyle special need child going become special need adult many case here challenge go employer say hey special need person contributor workplace may correct thats point stop confusing economic value human value able say kid kyle intrinsic value youre american youre human going put freedom dividend month everyones hand going help family around country adapt going take burden community school resource support kid like son make federal priority local one robbing peter pay paul,democrat
thank mr yang move judy applause,democrat
come crosstalk,democrat
senator warren second please,democrat
special education teacher loved work gave chance work straight people recognize worth every human yearolds special ed need thats plan special ed teacher fully fund idea every child disability get full education need housing plan investing housing across country rural america urban america small town america also making sure people want live independently people disability housing available make part job bill going make sure president make sure people want bid federal contract treating people disability fairly paying fairly youve got go every part nation truly measure believe treating least thy brother people value make better america applause,democrat
thank senator warren thank senator warren judy,democrat
know lot hand many important topic discus want come senator klobuchar question judge president trump appointed know two supreme court justice he also confirmed nearly federal judge young shape american law decade come voted senate including one yesterday joined ruling strike key part affordable care act would president trump appointee question make harder president stage enact agenda,democrat
course want make clear opposed many many judge think everyone remember happened kavanaugh hearing nominee went stood ground apologize applause strong judge judge referred actually judge wrote opinion judge went senate unanimously support senator sander support president obama support thensenator kennedy think important look judge acknowledge judge think going ok arent would president would appoint judge vein people like elena kagan justice breyer sonia sotomayor let forget notorious rbg thats would applause look record lawyer member judiciary committee look judge recommended president obama people like mimi wright superstar susan richard nelson look ive put first openly gay marshal history united state knew qualified people take job need right judge knowhow also right away one thing learned president obama dealing economic crisis hard right away immediately start putting judge bench fill vacancy reverse horrific nature trump judge,democrat
followup mayor buttigieg beyond pledge overturn roe v wade believe said would part decisionmaking choosing nominee court litmus test would apply choosing federal judge,democrat
supreme court personal household marriage exists grace single vote body yes critical justice understand american freedom includes reproductive right reproductive freedom thats expect understanding voting right human right expect understanding equality required u expect level respect rule law prevents body coming viewed one partisan battlefield appoint judge justice reflect worldview also begin moving reform body country done least half dozen time history one political battlefield every single time vacancy come applause,democrat
senator sander least transgender people killed united state year move transgender woman color said would push passage equality act comprehensive lgbtq civil right bill elected would stop violence transgender people,democrat
need moral leadership white house need president everything humanly possible end form discrimination transgender community africanamerican community latino community minority country beyond providing moral leadership trying bring people together also need transgender community make sure health care available every person country regardless sexual orientation need strongly support helped lead effort medicare singlepayer program provide comprehensive health care people including certainly transgender community,democrat
thank senator sander senator warren,democrat
transgender community marginalized every way possible one thing president united state lift attention lift voice lift life here promise make go rose garden every year read name transgender woman people color killed past year make sure read name nation forced address particular vulnerability homelessness change rule put people prison based birth sex identification rather current identification everything make sure america leaf one behind,democrat
thank senator warren amna,democrat
vice president biden let turn afghanistan confidential document published last week washington post revealed year senior u official misled public war afghanistan vice president,democrat
afghanistan said,democrat
yes sir afghanistan vice president know state war believe honest american people,democrat
reason speak wellknown followed view afghanistan sent president got sworn afghanistan come back report said comprehensive policy available got big fight long time pentagon strongly opposed nationbuilding notion set rebuilding country whole nation beyond capacity argued beginning policy based antiterrorism policy small footprint fact special force deal potential threat territory united state america first thing would president united state america make sure brought combat troop home entered negotiation taliban would leave behind special force small number able deal potential threat unless got real good negotiation accomplished deal terrorism thats position beginning thats think secretary gate member pentagon werent happy,democrat
mr biden question time white house though,democrat
im talking white house,democrat
washington post report there senior national security official said constant pressure obama white house produce figure showing troop surge working im quoting report despite hard evidence contrary say,democrat
since go back look opposite side pentagon reason speak published published thoroughly im guy beginning argued big big mistake surge force afghanistan period done argued constantly,democrat
senator sander hand applause,democrat
well due respect joe joe youre also guy helped lead u disastrous war iraq need think rethink washington post piece educational need rethink entire war terror lost thousand men woman brave soldier hundred thousand million people killed abroad forced leave country time right bring world together try end endless war address root cause causing war,democrat
senator sander often point vote war iraq evidence judgment foreign policy vote war afghanistan recently said supported continued u troop presence support mistake,democrat
well one person good friend barbara lee right issue person house vote war afghanistan right wrong everybody else house answer question dont think trump make foreign policy decision based tweet morning desert longtime ally like kurd think work international community remove troop period time short period time within one year,democrat
thank senator mayor buttigieg served war want ask decisionmaking elected commanderinchief pledged withdraw u troop afghanistan within first year president taliban today control contest half country president still withdraw u troop country could become terrorist,democrat
going leave one way question make sure well poorly course respond condition ground need political settlement know day reunited somebody id served thing marveling long since left thought one last troop turning light left year ago still may need kind limited special operation intelligence capacity exact kind thing way actually syria holding line president yanked leading road chaos know go endless war im glad name barbara lee mentioned shes talked year ago believe choice go afghanistan right one leader effort repeal replace authorization use military force folk served deserve deserve clarity member congress able summon courage take upordown vote whether ought first place president time forced deploy troop war time seek authorization threeyear sunset really conversation extending brought congress brought american people member congress take tough upordown vote,democrat
thank mr mayor tim,democrat
thanks amna moving health care issue voter tell u every day still numberone priority senator sander youve spent plenty time discussing defending merit medicare plan reality republican retain control u senate even democrat win back narrow senate majority plan constituted probably would vote pas congress question senator congress reject plan american people looking leadership issue smaller specific measure would take immediately expand coverage decrease cost president,democrat
well tim time spending twice much per caput health care nation million people uninsured underinsured people dying year dont get doctor half million people going bankrupt dysfunctional cruel system currently know think pas medicare singlepayer system introduce legislation first week office answer question think go american people tell right got take greed corruption pharmaceutical industry example case charge u time exact drug charged country american people understand medicare expands medicare cover home health care dental care eyeglass hearing aid cost far far lower opponent talking know going american people behind u congress behind u,democrat
thank senator sander vice president biden id like bring spent awful lot time year ago trying pas bill far le ambitious senator sander talking realistic,democrat
dont think realistic let explain introduced plan build obamacare remind everybody million people got insurance didnt people preexisting condition able covered could go didnt get wanted exposed taking away dire consequence ive added obamacare plan biden initiative public option medicare want medicare reducing significantly price drug deductible et cetera made underwriting plan tune billion making sure able cover everyone fact able covered put hand second bernie ok applause,democrat
saying hello,democrat
know look cover everybody realistic importantly let choose want million people negotiated health care plan employer like many may may like dont like move public option propose plan like shouldnt shouldnt washington dictating keep plan,democrat
thank vice president biden,democrat
thats applause,democrat
senator sander second respond,democrat
joes plan essentially retain status quo,democrat
exactly true,democrat
thats right,democrat
thank way joe plan know asked going pay plan ill tell paying right average worker america family make year family paying year health care percent income medicare family paying year eliminating profiteering drug company insurance company ending byzantine complex administration thousand separate health care plan,democrat
senator klobuchar im going come crosstalk,democrat
name mentioned,democrat
im going come second,democrat
im guy thats interrupted,democrat
fortyfive second vice president biden,democrat
im guy thats interrupted right im going interrupt cost trillion let get straight trillion year say cost trillion say cost trillion idea youre going able save person making year medicare absolutely preposterous sixteen percent american public medicare everybody tax taken paycheck tell youre going add percent there going higher tax least honest,democrat
going increase personal tax going,democrat
thats right going increase personal tax eliminating premium eliminating copayments eliminating deductible eliminating outofpocket expense family america spend year prescription drug,democrat
senator klobuchar crosstalk,democrat
plan save average worker crosstalk,democrat
senator klobuchar wed like hear wed like hear crosstalk,democrat
whoa guy hey,democrat
ok thats true ill say first bernie promise president get pharmaceutical bill done worked together time time agree disagree dont think anyone monopoly bold idea think progressive practical time favor public option nonprofit option bring cost yes bring cost immediately million people well expand coverage million people here political problem fight guy isnt real fight bernie vice president biden bunch new house member every one mean got elected last election democratic party new governor democratic governor kentucky want build obamacare way look want bridge build want cross river troubled water build bridge dont blow one think build affordable care act applause,democrat
mentioned name,democrat
thank senator klobuchar senator warren would like bring,democrat
excuse mentioned took name vain,democrat
oh laughter,democrat
hurt feeling crushed respond,democrat
would never would never never never,democrat
right fortyfive second senator sander,democrat
right fight amy governor kentucky fight fight must greed corruption pharmaceutical industry greed corruption insurance industry guy last year made billion profit ten million american afford go doctor tonight day got come joe talking amy talking day got come bring day finally say drug company insurance company function health care provide people costeffective way make massive profit drug company insurance company,democrat
thank senator sander senator warren crosstalk,democrat
wed like wed like bring discussion question posed senator sander congress reject medicare proposal youre president smaller specific measure could pursue bipartisan support decrease cost expand coverage,democrat
cost cost middleclass family last year million american didnt prescription filled couldnt afford people health insurance well people cant copays people cant deductible people find drug covered here approach want good people quickly possible day one im going attack price commonly used drug like epipens insulin bring price president love saying thats going save family hundred million dollar first day found way pay full health care coverage everyone without raising tax middleclass family,democrat
thank senator,democrat
im going make available people full health care coverage million people cost opt system,democrat
thank senator warren,democrat
others low cost got start moving move fast,democrat
thank senator judy,democrat
coming end time lot hand apologize spirit season id like ask one someone else among candidate would two option one candidate would ask forgiveness something maybe said tonight another time candidate would like give gift im going start mr yang,democrat
wow laughter,democrat
labor action go strike one andrew laughter,democrat
dont think much ask forgiveness correct term gift elizabeth done honor starting read book,democrat
would love give copy book laughter applause going greatest economic transformation country history fourth industrial revolution grinding community dc lunch medium organization covering adequately wrote book like data book go people home like data book laughter,democrat
mayor buttigieg mayor buttigieg ask forgiveness give gift,democrat
well first love data book think excited come think probably send book around look,democrat
publisher thank,democrat
think u want thing end day know gift would future country literally anybody become president united state compared weve got applause weve got remember dont know many something run president democratic president moment weve got nominee arent nominee going rally around one let make sure there much ask forgiveness time day come applause,democrat
senator warren,democrat
ask forgiveness know sometimes get really worked sometimes get little hot dont really mean happens selfies peoplelaughteryou hear enough story people really last moment know met someone last week nevada said diabetes access prescription he veteran sister diabetes daughter diabetes simply cant afford insulin three spend time figuring stretch one insulin prescription among three people think could get majority house majority senate get back white house could make country work people like man thats im fight applause,democrat
vice president biden,democrat
think everyone stage stage whove run owe theyre pushing exact thing youre one selfies senator ive done thousand thousand crew follows tell there one line go dont least half dozen people come hug say help lost daughter day ago help tell im going ok help lost go lay problem wife call list somewhere people call least every week every month tell im give private phone number keep touch little kid say cant talk score young woman men keep contact reason would give everyone gift want something like making life better there lot people hurting badly applause,democrat
senator sander forgiveness gift,democrat
well give one four book wrote laughter think gift u need give american people different vision reality trump administration vision need bring forth create government nation based love compassion greed hatred applause need vision say great country people able earn decent standard living health care ability send kid college regardless income need new vision brings people together around agenda work trump vision dividing u benefit billionaire class thats vision,democrat
senator klobuchar,democrat
well would ask forgiveness time get mad blunt think important pick right candidate think see whats going around country yes economic check elizabeth bernie well pointed stage there something else going decency check value check patriotism check see people weve happen come meeting say know yeah voted donald trump dont want want kid able watch president tv mute tv remember democrat get worked believe much heart bring people u shut gift give america election applause,democrat
look holiday season im hearing every single one candidate theyve gone around united state theyve seen administration theyve seen republican party cruelty towards people united state money think gift id like give ive seen mean think start cruelty child born go right life prek education health care living wage cruelty working people cruelty senior gift would like give everyone stage original question gift teamwork question together going change framework together going beat corrupt criminal president going stand people united state together tearing supporting realizing stand true value america team thats going american going come together stand original value freedom equality justice teamwork applause,democrat
going take short break conclude question tonight loyola marymount university well back two minute hear candidate closing statement commercial break,democrat
welcome back pb newshour democratic debate politico time closing statement second beginning mr steyer,democrat
im different everybody else stage here im running corporation bought government need return power people last year thats exactly ive taking unchecked corporate power thats im term limit going bold change need new people charge new idea im person stage who built large multibilliondollar international business know grow prosperity take mr trump economy beat im one stage said climate numberone priority crisis deal also greatest opportunity create million goodpaying union job across country clean air water black brown community essential want break corporate stranglehold beat mr trump economy solve climate crisis deliver im asking vote,democrat
mr yang im sorry apology interrupting applause mr yang,democrat
know youre thinking america still stage applause campaign growing time laserfocused solving real problem got donald trump elected first place spent seven year helping create thousand job detroit baltimore new orleans city serving ambassador entrepreneurship president obama saw firsthand many already know country falling apart senior citizen working day die kid addicted smartphones drug seeing record high level depression suicide overdoses company recording record profit people literally dying younger way life changing faster ever simple fact politician dc succeed whether people succeed fail washington dc today richest city country produce bad decision laughter need get money dc hand hand american people join u yangcom help u rewrite rule st century economy work u applause,democrat
thank senator klobuchar,democrat
quite debate tonight want debate donald trump primary come simple question best idea best experience mostly beat donald trump donald trump built fortune time million got dad grandpa iron ore miner union member worked foot underground saved money coffee basement send dad community college thats family trust figure given opportunity dont go world sense entitlement go sense obligation obligation lift people instead hoarding politics right donald trump toxic need leader bring people together win way tired extreme politics noise nonsense home want bigger tent wider coalition longer coattail join win amyklobucharcom,democrat
thank applause mayor buttigieg,democrat
nominee going two thing defeat donald trump unite country president tall order order going need nominee president respond crisis belonging gripping nation today mean building politics defined exclude reject many people call side seen many people capable forming multiracial multigenerational coalition seeing people maybe felt welcome democratic party belong theyre definitely board whats going trump white house asking join vote caucus help u build future defined exclusion belonging applause,democrat
senator warren,democrat
call name dark moment america yet come tonight heart filled hope three brother served military theyre retired theyre back oklahoma one democrat two republican know unites three brother amazon furious amazon reported billion profit paid zero tax brother part america ready root corruption fight back give u base work america ready two cent wealth tax supported republican democrat independent let u invest child america ready expand social security payment disability payment month know someone asked would mean give somebody month asked town hall lady wanted said know mean mean get prescription filled still buy toilet paper week thats american right working millionaire billionaire im work ten million people across country ready build america wont work top work everyone,democrat
thank senator applause senator sander,democrat
year american listening great speech end day average american worker making nickel real wage year truth real change always take place real change always take place bottom never top campaign proud million volunteer strongest grassroots organization raised individual contribution candidate american history please join political revolution berniesanderscom let defeat trump let transform country thank applause,democrat
finally vice president biden,democrat
want thank everyone listening seven day christmas thank much look big progressive plan question deliver plan seems ask three question straight honestly best chance likely chance defeating donald trump one who likely number two help elect democrat united state senate state like north carolina georgia arizona state thirdly deliver legislatively requires look record significant record getting significant thing done violence woman act chemical weapon treaty foreign domestic policy alike think asking question believe would expect im qualified answer three question weve got level american people dont play game tell truth authentic god bless may great great holiday season thank guy well,democrat
thank applause thank much concludes pb newshourpolitico debate want thank colleague moderator table tim alberta politico amna nawaz yamiche alcindor pb newshour thank joining u please stick around watch pb analysis thank candidate,democrat
hello welcome msnbcwashington post democratic candidate debate least u happy tonight im rachel maddow atlanta georgia tonight fellow moderator andrea mitchell nbc news foreign affair correspondent host andrea mitchell report msnbc ashley parker white house reporter washington post kristen welker nbc news white house correspondent,democrat
well covering wide range topic tonight including national security race climate candidate one minute second answer question second need follow ask audience respect candidate please dont interrupt,democrat
there candidate tonight time waste let get right middle fourth presidential impeachment proceeding nation history ambassador gordon sondland delivered testimony today house impeachment inquiry buttressed case president trump withheld military aid ukraine white house meeting president zelensky wanted ukrainian president announce investigation would benefit president trump politically senator warren said already youve seen enough convict president remove office four colleague stage tonight also u senator may soon take vote try convince republican colleague senate vote way,democrat
course obvious answer say first read mueller report page showed president tried obstruct justice congress failed act moment president felt free break law thats whats happened ukraine,democrat
senator warren thank senator klobuchar youve said support impeachment inquiry want wait senate trial hear evidence make decision convicting president bombshell testimony ambassador sondland today view changed,democrat
made clear impeachable conduct ive called impeachment proceeding believe job juror look count make decision let make clear impeachment proceeding really democracy stake president regard conduct ukraine every step way put private interest partisan interest political interest front country interest wrong pattern man go everything betrayed farmer worker done foreign affair leaving kurd slaughter sucking vladimir putin every minute day guy,democrat
senator thank senator sander id like go american watching impeachment hearing time theyre also focused immediate daily economic family concern central president conduct uncovered impeachment inquiry democratic nominee campaign president central would,democrat
well rachel sadly president pathological liar likely corrupt president modern history america simply consumed donald trump know going lose election right youve got million people health insurance underinsured facing great existential crisis time term climate change youve got people sleeping street youve got million people paying half limited income housing american people understand congress walk chew bubblegum time word deal trump corruption also stand working family country also stand fact political system corrupt dominated handful billionaire economy rigged three people owning wealth bottom half america rally american people cause justice,democrat
mayor buttigieg let put question central president conduct uncovered impeachment inquiry democratic nominee campaign central would,democrat
well constitutional process impeachment beyond politics part campaign president conduct impeachable conduct seen abuse power learning investigation clear president already confessed television thats part weve seen normal circumstance president would leave office something revealed recently barely got attention president confess writing court illegally diverting charitable contribution supposed go veteran absolutely going confront president wrongdoing also running president lead country trump presidency come end one way,democrat
crisis awaiting next president heart campaign,democrat
mr mayor thank andrea,democrat
vice president biden youve suggested campaign defeat president trump republican start working democrat right republican congress including youve worked decade demanding investigation also son would get republican work,democrat
well look next president united state going two thing defeat donald trump thats number one number two going able make able go state like georgia north carolina place get senate majority thats ill ask likely able win nomination first place win presidency first place secondly likely increase number people democrat house senate way learned something impeachment trial learned number one donald trump doesnt want nominee thats pretty clear held aid make sure time innocent people donbas getting killed russian soldier,democrat
senator harris thought,democrat
well first criminal living white house question biggest issue u get tender moment justice ballot saw today ambassador sondland word told u everyone loop mean criminal enterprise engaged president heard today vice president secretary state chief staff point corrupt nature administration need impeachment proceeding go forward also point another issue back question asked earlier mean american people,democrat
thank senator senator warren cast fighter elected though would walking existing fight country already divided trump presidency among thing see divide permanent need bring country together become president achieve goal,democrat
think way achieve goal bring country together talk thing unite u want build america work people one work rich folk know proposed two cent wealth tax tax everybody billion asset first billion free clear billionth first dollar youve got pitch cent hit billion dollar youve got pinch penny here thing wealth tax punishing anyone saying built something great country good using worker u helped pay educate using youre getting good road bridge u helped pay protected police firefighter u helped pay salary make big make really big make top one tenth one percent big pitch two cent everybody else get chance make here thing thats something democrat care independent care republican care regardless party affiliation people understand across country government working better better billionaire rich wellconnected worse worse everyone else come together acknowledge say going make real change,democrat
thank senator thank senator booker agree strategy,democrat
well first think agree need bring lot revenue country actually real problem tax rate tax loophole tax cheat dont agree wealth tax way elizabeth warren put agree need raise estate tax need tax capital gain ordinary income real strategy increase revenue here challenge democrat need fight taxation system travel around country democrat also talk grow wealth well stood church recently asked folk black church many people want entrepreneur half church raised hand country dont start party dont start talking tax wealth give people opportunity create wealth grow business american dream yeah need raise minimum wage living wage hour people community frequent theyre aspiration life fair wage want economy provides equality wealth want equality opportunity thats party well,democrat
senator warren wanted respond,democrat
sure let tell two cent wealth tax two cent top onetenth one percent country provide universal child care every baby country age zero five transformative provide universal prek every yearold yearold america stop exploiting woman largely black brown woman work raise wage every childcare worker preschoolteacher america put billion new federal dollar public school make college tuitionfree every kid put billion historically black college university cancel student loan debt percent folk whove got two cent wealth tax invest entire generation future,democrat
right let let senator booker respond,democrat
know agree need thing united wanting see universal preschool ill fight united wanting fund hbcus heck wouldnt wasnt two parent went hbcus tax way putting forward right wealth tax im sorry cumbersome tried nation hard evaluate get amount revenue taxation democrat got start talking tax stage grow wealth country amongst disadvantaged community seeing look vc dollar country seventyfive percent go three metropolitan area worth inner city value rural area president united state going fair taxation millionaire billionaire pay fair share dear god going pathway prosperity american going see change see right small business new startup going country,democrat
thank senator,democrat
need give new entrepreneur access wealth,democrat
senator warren briefly last thought,democrat
idea behind fair today percent america track pay percent total wealth tax,democrat
im disagreeing,democrat
top onetenth one percent want say pay two cent theyll pay percent america im tired freeloading billionaire think time ask top pay every single one child get real crosstalk,democrat
senator booker senator warren,democrat
everybodys tired corporation getting away paying zero tax,democrat
im disagreeing,democrat
thank much senator warren thank mayor buttigieg said quote never allow u get wrapped fighting start think fighting point republican party never stopped fighting president obama eight year office would president obama didnt change,democrat
well president obama commented recently different reality even year ago extraordinary potential moment right american majority stand ready tackle big issue didnt exist way even year ago even issue democrat defense like immigration gun majority right thing galvanize polarize majority example health care reason insist medicare want strategy deliver goal share universal health care something governing strategy unify american people around creating version medicare making available anybody want without divisive step ordering people onto whether want believe commanding people accept option whether wait three year senator warren proposed whether right gate right approach unify american people around big transformation opportunity deliver,democrat
thank mr mayor kristen welker,democrat
let talk medicare senator warren running medicare democrat winning election even red state different message health care protecting obamacare democrat divided issue say voter worried position medicare could cost critical vote general election,democrat
look see ten million american struggling pay medical bill million people decided prescription filled cant afford people didnt take test doctor recommended cant afford plan let bring many people get much help american people fast day one president bring cost prescription drug thing like insulin epipens thats going save ten million hundred million dollar people im going defend affordable care act sabotage trump administration first day want bring million people medicare cost everybody age everybody family four income le want lower age medicare expand medicare coverage include vision dental longterm care third year people chance feel taste live going vote going want medicare,democrat
thank senator senator sander let bring conversation ask question,democrat
thank wrote damn bill laughter,democrat
want ask question way senator sander described campaign including plan medicare political revolution,democrat
president obama explicitly said country quote le revolutionary interested improvement average american doesnt think completely tear system remake end quote president obama wrong,democrat
he right dont tear system american people want american people understand today current health care system cruel dysfunctional tell system spend twice much people country yet weve got million uninsured underinsured case pay time prescription drug people canada country five hundred thousand people go bankrupt medically related issue come cancer thats reason go bankrupt people think take insurance industry take pharmaceutical industry know think back fdr think back jfk harry truman barack obama matter fact people talking health care well know think time first week administration introduce medicare medicare mean deductible copayments outofpocket expense thats weve got go,democrat
thank senator sander vice president biden,democrat
know without charging people raising trillion trillion fact right vast majority democrat support medicare,democrat
couldnt pas united state senate right democrat couldnt pas house nancy pelosi one people doesnt think make sense build obamacare provide plan put forward anybody adding medicare option plan make people choose allow people choose say go route two friend right left give private insurance hundred sixty million people like private insurance dont like buy medicarelike proposal plan drug price go premium go across board here deal get choose trust american people make judgment believe interest demand insurance company want competition friend say go medicare,democrat
vice president biden thank ashley,democrat
congresswoman gabbard criticized hillary clinton quote personification rot sickened democratic party rot see democratic party,democrat
democratic party unfortunately party people party continues influenced foreign policy establishment washington represented hillary clinton others foreign policy military industrial complex greedy corporate interest im running president democratic nominee rebuilds democratic party take hand truly put hand people country party actually hears voice american struggling across country put hand veteran fellow american calling end ongoing bushclintontrump foreign policy doctrine regime change war overthrowing dictator country needlessly sending brother sister uniform harm way fight war actually undermine national security cost u thousand american life war cost u american taxpayer trillion dollar since alone dollar come pocket hospital school infrastructure need president end foreign policy end regime change war work end new cold war arm race instead invest hardearned taxpayer dollar actually serving need american people right home,democrat
thank congresswoman senator harris response,democrat
oh sure laughter think unfortunate someone stage attempting democratic nominee president united state obama administration spent four year full time fox news criticizing president obama,democrat
thats ridiculous senator harris thats ridiculous,democrat
spent full time spent full time criticizing people stage affiliated democratic party donald trump elected even sworn buddied steve bannon get meeting donald trump trump tower fails call war criminal war criminal spends full time course campaign criticizing democratic party need stage november someone ability win need someone stage ability go toetotoe donald trump someone ability rebuild obama coalition bring party nation together believe candidate,democrat
